id,keywords,year
"1284072290_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072290_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072290_00000060.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072320_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072320_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072320_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072320_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072320_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072320_00000060.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1946"
"1284072479_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072479_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072479_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072479_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072479_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072479_00000060.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072479_00000070.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072533_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072533_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072533_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072835_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072835_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072835_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072835_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072835_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072835_00000060.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284072835_00000070.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1947"
"1284074455_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074455_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074455_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074528_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074528_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074528_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074528_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074528_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074528_00000060.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074528_00000070.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074528_00000080.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074528_00000090.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1943"
"1284074617_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284074617_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284074617_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284074617_00000040.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"1284074617_00000050.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1944"
"128407479X_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1953"
"128407479X_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1953"
"128407479X_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1953"
"1284074862_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1953"
"1284074862_00000020.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1953"
"1284074862_00000030.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1953"
"1284068927_00000010.tif","'DEA','Deutschland','B-1','','Deutsch','Teil des Prototyps'","1900"
